Year,Age Group Code,Age Group Description,Gender Code,Gender Description,Race Ethnicity Code,Race/Ethnicity Description,County Code,County Name,Population
2003,3,10-19,0,Total,3,Other Non Hispanic,5,New York,14220
2003,3,10-19,0,Total,5,Hispanic,5,New York,60809
2003,3,10-19,1,Male,0,Total,5,New York,73067
2003,3,10-19,1,Male,1,White Non Hispanic,5,New York,19324
2003,3,10-19,1,Male,2,Black Non Hispanic,5,New York,15841
2003,3,10-19,1,Male,3,Other Non Hispanic,5,New York,7266
2003,3,10-19,1,Male,5,Hispanic,5,New York,30636
2003,3,10-19,2,Female,0,Total,5,New York,73222
2003,3,10-19,2,Female,1,White Non Hispanic,5,New York,20238
2003,3,10-19,2,Female,2,Black Non Hispanic,5,New York,15857
2003,3,10-19,2,Female,3,Other Non Hispanic,5,New York,6954
2003,3,10-19,2,Female,5,Hispanic,5,New York,30173
2003,4,20-24,0,Total,0,Total,5,New York,92923
2003,4,20-24,0,Total,1,White Non Hispanic,5,New York,28777
2003,4,20-24,0,Total,2,Black Non Hispanic,5,New York,16050
2003,4,20-24,0,Total,3,Other Non Hispanic,5,New York,11804
2003,4,20-24,0,Total,5,Hispanic,5,New York,36292
2003,4,20-24,1,Male,0,Total,5,New York,45018
2003,4,20-24,1,Male,1,White Non Hispanic,5,New York,13041
2003,4,20-24,1,Male,2,Black Non Hispanic,5,New York,7506
2003,4,20-24,1,Male,3,Other Non Hispanic,5,New York,5573
2003,4,20-24,1,Male,5,Hispanic,5,New York,18898
2003,4,20-24,2,Female,0,Total,5,New York,47905
2003,4,20-24,2,Female,1,White Non Hispanic,5,New York,15736
2003,4,20-24,2,Female,2,Black Non Hispanic,5,New York,8544
2003,4,20-24,2,Female,3,Other Non Hispanic,5,New York,6231
2003,4,20-24,2,Female,5,Hispanic,5,New York,17394
2003,5,25-34,0,Total,0,Total,5,New York,322470
2003,5,25-34,0,Total,1,White Non Hispanic,5,New York,171055
2003,5,25-34,0,Total,2,Black Non Hispanic,5,New York,34285
2003,5,25-34,0,Total,3,Other Non Hispanic,5,New York,43810
2003,5,25-34,0,Total,5,Hispanic,5,New York,73320
2003,5,25-34,1,Male,0,Total,5,New York,153692
2003,5,25-34,1,Male,1,White Non Hispanic,5,New York,81361
2003,5,25-34,1,Male,2,Black Non Hispanic,5,New York,15935
2003,5,25-34,1,Male,3,Other Non Hispanic,5,New York,19530
2003,5,25-34,1,Male,5,Hispanic,5,New York,36866
2003,5,25-34,2,Female,0,Total,5,New York,168778
2003,5,25-34,2,Female,1,White Non Hispanic,5,New York,89694
2003,5,25-34,2,Female,2,Black Non Hispanic,5,New York,18350
2003,5,25-34,2,Female,3,Other Non Hispanic,5,New York,24280
2003,5,25-34,2,Female,5,Hispanic,5,New York,36454
2003,6,35-44,0,Total,0,Total,5,New York,277363
2003,6,35-44,0,Total,1,White Non Hispanic,5,New York,140147
2003,6,35-44,0,Total,2,Black Non Hispanic,5,New York,39395
2003,6,35-44,0,Total,3,Other Non Hispanic,5,New York,32286
2003,6,35-44,0,Total,5,Hispanic,5,New York,65535
2003,6,35-44,1,Male,0,Total,5,New York,141238
2003,6,35-44,1,Male,1,White Non Hispanic,5,New York,74286
2003,6,35-44,1,Male,2,Black Non Hispanic,5,New York,18913
2003,6,35-44,1,Male,3,Other Non Hispanic,5,New York,15919
2003,6,35-44,1,Male,5,Hispanic,5,New York,32120
2003,6,35-44,2,Female,0,Total,5,New York,136125
2003,6,35-44,2,Female,1,White Non Hispanic,5,New York,65861
2003,6,35-44,2,Female,2,Black Non Hispanic,5,New York,20482
2003,6,35-44,2,Female,3,Other Non Hispanic,5,New York,16367
2003,6,35-44,2,Female,5,Hispanic,5,New York,33415
2003,7,45-54,0,Total,0,Total,5,New York,211475
2003,7,45-54,0,Total,1,White Non Hispanic,5,New York,105674
2003,7,45-54,0,Total,2,Black Non Hispanic,5,New York,31720
2003,7,45-54,0,Total,3,Other Non Hispanic,5,New York,21718
2003,7,45-54,0,Total,5,Hispanic,5,New York,52363
2003,7,45-54,1,Male,0,Total,5,New York,101340
2003,7,45-54,1,Male,1,White Non Hispanic,5,New York,52496
2003,7,45-54,1,Male,2,Black Non Hispanic,5,New York,14845
2003,7,45-54,1,Male,3,Other Non Hispanic,5,New York,10363
2003,7,45-54,1,Male,5,Hispanic,5,New York,23636
2003,7,45-54,2,Female,0,Total,5,New York,110135
2003,7,45-54,2,Female,1,White Non Hispanic,5,New York,53178
2003,7,45-54,2,Female,2,Black Non Hispanic,5,New York,16875
2003,7,45-54,2,Female,3,Other Non Hispanic,5,New York,11355
2003,7,45-54,2,Female,5,Hispanic,5,New York,28727
2003,8,55-64,0,Total,0,Total,5,New York,156492
2003,8,55-64,0,Total,1,White Non Hispanic,5,New York,85470
2003,8,55-64,0,Total,2,Black Non Hispanic,5,New York,22963
2003,8,55-64,0,Total,3,Other Non Hispanic,5,New York,12614
2003,8,55-64,0,Total,5,Hispanic,5,New York,35445
2003,8,55-64,1,Male,0,Total,5,New York,70185
2003,8,55-64,1,Male,1,White Non Hispanic,5,New York,39347
2003,8,55-64,1,Male,2,Black Non Hispanic,5,New York,9585
2003,8,55-64,1,Male,3,Other Non Hispanic,5,New York,5736
2003,8,55-64,1,Male,5,Hispanic,5,New York,15517
2003,8,55-64,2,Female,0,Total,5,New York,86307
2003,8,55-64,2,Female,1,White Non Hispanic,5,New York,46123
2003,8,55-64,2,Female,2,Black Non Hispanic,5,New York,13378
2003,8,55-64,2,Female,3,Other Non Hispanic,5,New York,6878
2003,8,55-64,2,Female,5,Hispanic,5,New York,19928
2003,9,65-74,0,Total,0,Total,5,New York,100344
2003,9,65-74,0,Total,1,White Non Hispanic,5,New York,50771
2003,9,65-74,0,Total,2,Black Non Hispanic,5,New York,15910
2003,9,65-74,0,Total,3,Other Non Hispanic,5,New York,9707
2003,9,65-74,0,Total,5,Hispanic,5,New York,23956
2003,9,65-74,1,Male,0,Total,5,New York,44131
2003,9,65-74,1,Male,1,White Non Hispanic,5,New York,24078
2003,9,65-74,1,Male,2,Black Non Hispanic,5,New York,6154
2003,9,65-74,1,Male,3,Other Non Hispanic,5,New York,4284
2003,9,65-74,1,Male,5,Hispanic,5,New York,9615
2003,9,65-74,2,Female,0,Total,5,New York,56213
2003,9,65-74,2,Female,1,White Non Hispanic,5,New York,26693
2003,9,65-74,2,Female,2,Black Non Hispanic,5,New York,9756
2003,9,65-74,2,Female,3,Other Non Hispanic,5,New York,5423
2003,9,65-74,2,Female,5,Hispanic,5,New York,14341
2003,10,75-84,0,Total,0,Total,5,New York,65978
2003,10,75-84,0,Total,1,White Non Hispanic,5,New York,35784
2003,10,75-84,0,Total,2,Black Non Hispanic,5,New York,10898
2003,10,75-84,0,Total,3,Other Non Hispanic,5,New York,5794
2003,10,75-84,0,Total,5,Hispanic,5,New York,13502
2003,10,75-84,1,Male,0,Total,5,New York,25269
2003,10,75-84,1,Male,1,White Non Hispanic,5,New York,14619
2003,10,75-84,1,Male,2,Black Non Hispanic,5,New York,3595
2003,10,75-84,1,Male,3,Other Non Hispanic,5,New York,2440
2003,10,75-84,1,Male,5,Hispanic,5,New York,4615
2003,10,75-84,2,Female,0,Total,5,New York,40709
2003,10,75-84,2,Female,1,White Non Hispanic,5,New York,21165
2003,10,75-84,2,Female,2,Black Non Hispanic,5,New York,7303
2003,10,75-84,2,Female,3,Other Non Hispanic,5,New York,3354
2003,10,75-84,2,Female,5,Hispanic,5,New York,8887
2003,11,85+,0,Total,0,Total,5,New York,28254
2003,11,85+,0,Total,1,White Non Hispanic,5,New York,17052
2003,11,85+,0,Total,2,Black Non Hispanic,5,New York,4604
2003,11,85+,0,Total,3,Other Non Hispanic,5,New York,2053
2003,11,85+,0,Total,5,Hispanic,5,New York,4545
2003,11,85+,1,Male,0,Total,5,New York,7930
2003,11,85+,1,Male,1,White Non Hispanic,5,New York,4929
2003,11,85+,1,Male,2,Black Non Hispanic,5,New York,1091
2003,11,85+,1,Male,3,Other Non Hispanic,5,New York,696
2003,11,85+,1,Male,5,Hispanic,5,New York,1214
2003,11,85+,2,Female,0,Total,5,New York,20324
2003,11,85+,2,Female,1,White Non Hispanic,5,New York,12123
2003,11,85+,2,Female,2,Black Non Hispanic,5,New York,3513
2003,11,85+,2,Female,3,Other Non Hispanic,5,New York,1357
2003,11,85+,2,Female,5,Hispanic,5,New York,3331
2004,0,Total,0,Total,0,Total,5,New York,1562723
2004,0,Total,0,Total,1,White Non Hispanic,5,New York,740642
2004,0,Total,0,Total,2,Black Non Hispanic,5,New York,236413
2004,0,Total,0,Total,3,Other Non Hispanic,5,New York,169096
2004,0,Total,0,Total,5,Hispanic,5,New York,416572
2004,0,Total,1,Male,0,Total,5,New York,743188
2004,0,Total,1,Male,1,White Non Hispanic,5,New York,357091
2004,0,Total,1,Male,2,Black Non Hispanic,5,New York,108498
2004,0,Total,1,Male,3,Other Non Hispanic,5,New York,78572
2004,0,Total,1,Male,5,Hispanic,5,New York,199027
2004,0,Total,2,Female,0,Total,5,New York,819535
2004,0,Total,2,Female,1,White Non Hispanic,5,New York,383551
2004,0,Total,2,Female,2,Black Non Hispanic,5,New York,127915
2004,0,Total,2,Female,3,Other Non Hispanic,5,New York,90524
2004,0,Total,2,Female,5,Hispanic,5,New York,217545
2004,1,<1,0,Total,0,Total,5,New York,20618
2004,1,<1,0,Total,1,White Non Hispanic,5,New York,7646
2004,1,<1,0,Total,2,Black Non Hispanic,5,New York,3480
2004,1,<1,0,Total,3,Other Non Hispanic,5,New York,2370
2004,1,<1,0,Total,5,Hispanic,5,New York,7122
2004,1,<1,1,Male,0,Total,5,New York,10535
2004,1,<1,1,Male,1,White Non Hispanic,5,New York,3924
2004,1,<1,1,Male,2,Black Non Hispanic,5,New York,1792
2004,1,<1,1,Male,3,Other Non Hispanic,5,New York,1187
2004,1,<1,1,Male,5,Hispanic,5,New York,3632
2004,1,<1,2,Female,0,Total,5,New York,10083
2004,1,<1,2,Female,1,White Non Hispanic,5,New York,3722
2004,1,<1,2,Female,2,Black Non Hispanic,5,New York,1688
2004,1,<1,2,Female,3,Other Non Hispanic,5,New York,1183
2004,1,<1,2,Female,5,Hispanic,5,New York,3490
2004,2,01-09,0,Total,0,Total,5,New York,143238
2004,2,01-09,0,Total,1,White Non Hispanic,5,New York,51198
2004,2,01-09,0,Total,2,Black Non Hispanic,5,New York,26043
2004,2,01-09,0,Total,3,Other Non Hispanic,5,New York,13566
2004,2,01-09,0,Total,5,Hispanic,5,New York,52431
2004,2,01-09,1,Male,0,Total,5,New York,73094
2004,2,01-09,1,Male,1,White Non Hispanic,5,New York,26198
2004,2,01-09,1,Male,2,Black Non Hispanic,5,New York,13277
2004,2,01-09,1,Male,3,Other Non Hispanic,5,New York,6815
2004,2,01-09,1,Male,5,Hispanic,5,New York,26804
2004,2,01-09,2,Female,0,Total,5,New York,70144
2004,2,01-09,2,Female,1,White Non Hispanic,5,New York,25000
2004,2,01-09,2,Female,2,Black Non Hispanic,5,New York,12766
2004,2,01-09,2,Female,3,Other Non Hispanic,5,New York,6751
2004,2,01-09,2,Female,5,Hispanic,5,New York,25627
2004,3,10-19,0,Total,0,Total,5,New York,138117
2004,3,10-19,0,Total,1,White Non Hispanic,5,New York,37105
2004,3,10-19,0,Total,2,Black Non Hispanic,5,New York,31149
2004,3,10-19,0,Total,3,Other Non Hispanic,5,New York,12396
2004,3,10-19,0,Total,5,Hispanic,5,New York,57467
2004,3,10-19,1,Male,0,Total,5,New York,68744
2004,3,10-19,1,Male,1,White Non Hispanic,5,New York,18002
2004,3,10-19,1,Male,2,Black Non Hispanic,5,New York,15581
2004,3,10-19,1,Male,3,Other Non Hispanic,5,New York,6320
2004,3,10-19,1,Male,5,Hispanic,5,New York,28841
2004,3,10-19,2,Female,0,Total,5,New York,69373
2004,3,10-19,2,Female,1,White Non Hispanic,5,New York,19103
2004,3,10-19,2,Female,2,Black Non Hispanic,5,New York,15568
2004,3,10-19,2,Female,3,Other Non Hispanic,5,New York,6076
2004,3,10-19,2,Female,5,Hispanic,5,New York,28626
2004,4,20-24,0,Total,0,Total,5,New York,89214
2004,4,20-24,0,Total,1,White Non Hispanic,5,New York,27440
2004,4,20-24,0,Total,2,Black Non Hispanic,5,New York,15709
2004,4,20-24,0,Total,3,Other Non Hispanic,5,New York,12403
2004,4,20-24,0,Total,5,Hispanic,5,New York,33662
2004,4,20-24,1,Male,0,Total,5,New York,42469
2004,4,20-24,1,Male,1,White Non Hispanic,5,New York,11963
2004,4,20-24,1,Male,2,Black Non Hispanic,5,New York,7357
2004,4,20-24,1,Male,3,Other Non Hispanic,5,New York,5676
2004,4,20-24,1,Male,5,Hispanic,5,New York,17473
2004,4,20-24,2,Female,0,Total,5,New York,46745
2004,4,20-24,2,Female,1,White Non Hispanic,5,New York,15477
2004,4,20-24,2,Female,2,Black Non Hispanic,5,New York,8352
2004,4,20-24,2,Female,3,Other Non Hispanic,5,New York,6727
2004,4,20-24,2,Female,5,Hispanic,5,New York,16189
2004,5,25-34,0,Total,0,Total,5,New York,320480
2004,5,25-34,0,Total,1,White Non Hispanic,5,New York,173094
2004,5,25-34,0,Total,2,Black Non Hispanic,5,New York,33475
2004,5,25-34,0,Total,3,Other Non Hispanic,5,New York,44169
2004,5,25-34,0,Total,5,Hispanic,5,New York,69742
2004,5,25-34,1,Male,0,Total,5,New York,151845
2004,5,25-34,1,Male,1,White Non Hispanic,5,New York,81361
2004,5,25-34,1,Male,2,Black Non Hispanic,5,New York,15777
2004,5,25-34,1,Male,3,Other Non Hispanic,5,New York,19300
2004,5,25-34,1,Male,5,Hispanic,5,New York,35407
2004,5,25-34,2,Female,0,Total,5,New York,168635
2004,5,25-34,2,Female,1,White Non Hispanic,5,New York,91733
2004,5,25-34,2,Female,2,Black Non Hispanic,5,New York,17698
2004,5,25-34,2,Female,3,Other Non Hispanic,5,New York,24869
2004,5,25-34,2,Female,5,Hispanic,5,New York,34335
2004,6,35-44,0,Total,0,Total,5,New York,284984
2004,6,35-44,0,Total,1,White Non Hispanic,5,New York,152090
2004,6,35-44,0,Total,2,Black Non Hispanic,5,New York,38836
2004,6,35-44,0,Total,3,Other Non Hispanic,5,New York,31725
2004,6,35-44,0,Total,5,Hispanic,5,New York,62333
2004,6,35-44,1,Male,0,Total,5,New York,145922
2004,6,35-44,1,Male,1,White Non Hispanic,5,New York,80837
2004,6,35-44,1,Male,2,Black Non Hispanic,5,New York,18857
2004,6,35-44,1,Male,3,Other Non Hispanic,5,New York,15614
2004,6,35-44,1,Male,5,Hispanic,5,New York,30614
2004,6,35-44,2,Female,0,Total,5,New York,139062
2004,6,35-44,2,Female,1,White Non Hispanic,5,New York,71253
2004,6,35-44,2,Female,2,Black Non Hispanic,5,New York,19979
2004,6,35-44,2,Female,3,Other Non Hispanic,5,New York,16111
2004,6,35-44,2,Female,5,Hispanic,5,New York,31719
2004,7,45-54,0,Total,0,Total,5,New York,212357
2004,7,45-54,0,Total,1,White Non Hispanic,5,New York,106616
2004,7,45-54,0,Total,2,Black Non Hispanic,5,New York,32314
2004,7,45-54,0,Total,3,Other Non Hispanic,5,New York,21176
2004,7,45-54,0,Total,5,Hispanic,5,New York,52251
2004,7,45-54,1,Male,0,Total,5,New York,102500
2004,7,45-54,1,Male,1,White Non Hispanic,5,New York,53578
2004,7,45-54,1,Male,2,Black Non Hispanic,5,New York,15192
2004,7,45-54,1,Male,3,Other Non Hispanic,5,New York,10048
2004,7,45-54,1,Male,5,Hispanic,5,New York,23682
2004,7,45-54,2,Female,0,Total,5,New York,109857
2004,7,45-54,2,Female,1,White Non Hispanic,5,New York,53038
2004,7,45-54,2,Female,2,Black Non Hispanic,5,New York,17122
2004,7,45-54,2,Female,3,Other Non Hispanic,5,New York,11128
2004,7,45-54,2,Female,5,Hispanic,5,New York,28569
2004,8,55-64,0,Total,0,Total,5,New York,158390
2004,8,55-64,0,Total,1,White Non Hispanic,5,New York,85339
2004,8,55-64,0,Total,2,Black Non Hispanic,5,New York,23201
2004,8,55-64,0,Total,3,Other Non Hispanic,5,New York,13239
2004,8,55-64,0,Total,5,Hispanic,5,New York,36611
2004,8,55-64,1,Male,0,Total,5,New York,70845
2004,8,55-64,1,Male,1,White Non Hispanic,5,New York,39062
2004,8,55-64,1,Male,2,Black Non Hispanic,5,New York,9739
2004,8,55-64,1,Male,3,Other Non Hispanic,5,New York,6027
2004,8,55-64,1,Male,5,Hispanic,5,New York,16017
2004,8,55-64,2,Female,0,Total,5,New York,87545
2004,8,55-64,2,Female,1,White Non Hispanic,5,New York,46277
2004,8,55-64,2,Female,2,Black Non Hispanic,5,New York,13462
2004,8,55-64,2,Female,3,Other Non Hispanic,5,New York,7212
2004,8,55-64,2,Female,5,Hispanic,5,New York,20594
2004,9,65-74,0,Total,0,Total,5,New York,98103
2004,9,65-74,0,Total,1,White Non Hispanic,5,New York,48113
2004,9,65-74,0,Total,2,Black Non Hispanic,5,New York,15757
2004,9,65-74,0,Total,3,Other Non Hispanic,5,New York,9686
2004,9,65-74,0,Total,5,Hispanic,5,New York,24547
2004,9,65-74,1,Male,0,Total,5,New York,42689
2004,9,65-74,1,Male,1,White Non Hispanic,5,New York,22676
2004,9,65-74,1,Male,2,Black Non Hispanic,5,New York,5962
2004,9,65-74,1,Male,3,Other Non Hispanic,5,New York,4204
2004,9,65-74,1,Male,5,Hispanic,5,New York,9847
2004,9,65-74,2,Female,0,Total,5,New York,55414
2004,9,65-74,2,Female,1,White Non Hispanic,5,New York,25437
2004,9,65-74,2,Female,2,Black Non Hispanic,5,New York,9795
2004,9,65-74,2,Female,3,Other Non Hispanic,5,New York,5482
2004,9,65-74,2,Female,5,Hispanic,5,New York,14700
2004,10,75-84,0,Total,0,Total,5,New York,67642
2004,10,75-84,0,Total,1,White Non Hispanic,5,New York,35093
2004,10,75-84,0,Total,2,Black Non Hispanic,5,New York,11376
2004,10,75-84,0,Total,3,Other Non Hispanic,5,New York,6180
2004,10,75-84,0,Total,5,Hispanic,5,New York,14993
2004,10,75-84,1,Male,0,Total,5,New York,26157
2004,10,75-84,1,Male,1,White Non Hispanic,5,New York,14614
2004,10,75-84,1,Male,2,Black Non Hispanic,5,New York,3720
2004,10,75-84,1,Male,3,Other Non Hispanic,5,New York,2641
2004,10,75-84,1,Male,5,Hispanic,5,New York,5182
2004,10,75-84,2,Female,0,Total,5,New York,41485
2004,10,75-84,2,Female,1,White Non Hispanic,5,New York,20479
2004,10,75-84,2,Female,2,Black Non Hispanic,5,New York,7656
2004,10,75-84,2,Female,3,Other Non Hispanic,5,New York,3539
2004,10,75-84,2,Female,5,Hispanic,5,New York,9811
2004,11,85+,0,Total,0,Total,5,New York,29580
2004,11,85+,0,Total,1,White Non Hispanic,5,New York,16908
2004,11,85+,0,Total,2,Black Non Hispanic,5,New York,5073
2004,11,85+,0,Total,3,Other Non Hispanic,5,New York,2186
2004,11,85+,0,Total,5,Hispanic,5,New York,5413
2004,11,85+,1,Male,0,Total,5,New York,8388
2004,11,85+,1,Male,1,White Non Hispanic,5,New York,4876
2004,11,85+,1,Male,2,Black Non Hispanic,5,New York,1244
2004,11,85+,1,Male,3,Other Non Hispanic,5,New York,740
2004,11,85+,1,Male,5,Hispanic,5,New York,1528
2004,11,85+,2,Female,0,Total,5,New York,21192
2004,11,85+,2,Female,1,White Non Hispanic,5,New York,12032
2004,11,85+,2,Female,2,Black Non Hispanic,5,New York,3829
2004,11,85+,2,Female,3,Other Non Hispanic,5,New York,1446
2004,11,85+,2,Female,5,Hispanic,5,New York,3885
2005,0,Total,0,Total,0,Total,5,New York,1593200
2005,0,Total,0,Total,1,White Non Hispanic,5,New York,769032
2005,0,Total,0,Total,2,Black Non Hispanic,5,New York,234653
2005,0,Total,0,Total,3,Other Non Hispanic,5,New York,177573
2005,0,Total,0,Total,5,Hispanic,5,New York,411942
2005,0,Total,1,Male,0,Total,5,New York,757060
2005,0,Total,1,Male,1,White Non Hispanic,5,New York,370044
2005,0,Total,1,Male,2,Black Non Hispanic,5,New York,107855
2005,0,Total,1,Male,3,Other Non Hispanic,5,New York,82246
2005,0,Total,1,Male,5,Hispanic,5,New York,196915
2005,0,Total,2,Female,0,Total,5,New York,836140
2005,0,Total,2,Female,1,White Non Hispanic,5,New York,398988
2005,0,Total,2,Female,2,Black Non Hispanic,5,New York,126798
2005,0,Total,2,Female,3,Other Non Hispanic,5,New York,95327
2005,0,Total,2,Female,5,Hispanic,5,New York,215027
2005,1,<1,0,Total,0,Total,5,New York,20969
2005,1,<1,0,Total,1,White Non Hispanic,5,New York,8137
2005,1,<1,0,Total,2,Black Non Hispanic,5,New York,3344
2005,1,<1,0,Total,3,Other Non Hispanic,5,New York,2664
2005,1,<1,0,Total,5,Hispanic,5,New York,6824
2005,1,<1,1,Male,0,Total,5,New York,10800
2005,1,<1,1,Male,1,White Non Hispanic,5,New York,4177
2005,1,<1,1,Male,2,Black Non Hispanic,5,New York,1748
2005,1,<1,1,Male,3,Other Non Hispanic,5,New York,1401
2005,1,<1,1,Male,5,Hispanic,5,New York,3474
2005,1,<1,2,Female,0,Total,5,New York,10169
2005,1,<1,2,Female,1,White Non Hispanic,5,New York,3960
2005,1,<1,2,Female,2,Black Non Hispanic,5,New York,1596
2005,1,<1,2,Female,3,Other Non Hispanic,5,New York,1263
2005,1,<1,2,Female,5,Hispanic,5,New York,3350
2005,2,01-09,0,Total,0,Total,5,New York,147739
2005,2,01-09,0,Total,1,White Non Hispanic,5,New York,55441
2005,2,01-09,0,Total,2,Black Non Hispanic,5,New York,25776
2005,2,01-09,0,Total,3,Other Non Hispanic,5,New York,15027
2005,2,01-09,0,Total,5,Hispanic,5,New York,51495
2005,2,01-09,1,Male,0,Total,5,New York,75714
2005,2,01-09,1,Male,1,White Non Hispanic,5,New York,28427
2005,2,01-09,1,Male,2,Black Non Hispanic,5,New York,13196
2005,2,01-09,1,Male,3,Other Non Hispanic,5,New York,7648
2005,2,01-09,1,Male,5,Hispanic,5,New York,26443
2005,2,01-09,2,Female,0,Total,5,New York,72025
2005,2,01-09,2,Female,1,White Non Hispanic,5,New York,27014
2005,2,01-09,2,Female,2,Black Non Hispanic,5,New York,12580
2005,2,01-09,2,Female,3,Other Non Hispanic,5,New York,7379
2005,2,01-09,2,Female,5,Hispanic,5,New York,25052
2005,3,10-19,0,Total,0,Total,5,New York,136709
2005,3,10-19,0,Total,1,White Non Hispanic,5,New York,38227
2005,3,10-19,0,Total,2,Black Non Hispanic,5,New York,30216
2005,3,10-19,0,Total,3,Other Non Hispanic,5,New York,12350
2005,3,10-19,0,Total,5,Hispanic,5,New York,55916
2005,3,10-19,1,Male,0,Total,5,New York,67965
2005,3,10-19,1,Male,1,White Non Hispanic,5,New York,18419
2005,3,10-19,1,Male,2,Black Non Hispanic,5,New York,15162
2005,3,10-19,1,Male,3,Other Non Hispanic,5,New York,6210
2005,3,10-19,1,Male,5,Hispanic,5,New York,28174
2005,3,10-19,2,Female,0,Total,5,New York,68744
2005,3,10-19,2,Female,1,White Non Hispanic,5,New York,19808
2005,3,10-19,2,Female,2,Black Non Hispanic,5,New York,15054
2005,3,10-19,2,Female,3,Other Non Hispanic,5,New York,6140
2005,3,10-19,2,Female,5,Hispanic,5,New York,27742
2005,4,20-24,0,Total,0,Total,5,New York,103627
2005,4,20-24,0,Total,1,White Non Hispanic,5,New York,39848
2005,4,20-24,0,Total,2,Black Non Hispanic,5,New York,15816
2005,4,20-24,0,Total,3,Other Non Hispanic,5,New York,14424
2005,4,20-24,0,Total,5,Hispanic,5,New York,33539
2005,4,20-24,1,Male,0,Total,5,New York,47851
2005,4,20-24,1,Male,1,White Non Hispanic,5,New York,17056
2005,4,20-24,1,Male,2,Black Non Hispanic,5,New York,7354
2005,4,20-24,1,Male,3,Other Non Hispanic,5,New York,6325
2005,4,20-24,1,Male,5,Hispanic,5,New York,17116
2005,4,20-24,2,Female,0,Total,5,New York,55776
2005,4,20-24,2,Female,1,White Non Hispanic,5,New York,22792
2005,4,20-24,2,Female,2,Black Non Hispanic,5,New York,8462
2005,4,20-24,2,Female,3,Other Non Hispanic,5,New York,8099
2005,4,20-24,2,Female,5,Hispanic,5,New York,16423
2005,5,25-34,0,Total,0,Total,5,New York,315786
2005,5,25-34,0,Total,1,White Non Hispanic,5,New York,170795
2005,5,25-34,0,Total,2,Black Non Hispanic,5,New York,33141
2005,5,25-34,0,Total,3,Other Non Hispanic,5,New York,44927
2005,5,25-34,0,Total,5,Hispanic,5,New York,66923
2005,5,25-34,1,Male,0,Total,5,New York,149691
2005,5,25-34,1,Male,1,White Non Hispanic,5,New York,79797
