Year,Age Group Code,Age Group Description,Gender Code,Gender Description,Race Ethnicity Code,Race/Ethnicity Description,County Code,County Name,Population
2003,3,10-19,0,Total,0,Total,3,Bronx,213052
2003,3,10-19,0,Total,1,White Non Hispanic,3,Bronx,16728
2003,3,10-19,0,Total,2,Black Non Hispanic,3,Bronx,68931
2003,3,10-19,0,Total,3,Other Non Hispanic,3,Bronx,6730
2003,3,10-19,0,Total,5,Hispanic,3,Bronx,120663
2003,3,10-19,1,Male,0,Total,3,Bronx,108928
2003,3,10-19,1,Male,1,White Non Hispanic,3,Bronx,8813
2003,3,10-19,1,Male,2,Black Non Hispanic,3,Bronx,35170
2003,3,10-19,1,Male,3,Other Non Hispanic,3,Bronx,3485
2003,3,10-19,1,Male,5,Hispanic,3,Bronx,61460
2003,3,10-19,2,Female,0,Total,3,Bronx,104124
2003,3,10-19,2,Female,1,White Non Hispanic,3,Bronx,7915
2003,3,10-19,2,Female,2,Black Non Hispanic,3,Bronx,33761
2003,3,10-19,2,Female,3,Other Non Hispanic,3,Bronx,3245
2003,3,10-19,2,Female,5,Hispanic,3,Bronx,59203
2003,4,20-24,0,Total,0,Total,3,Bronx,105269
2003,4,20-24,0,Total,1,White Non Hispanic,3,Bronx,10055
2003,4,20-24,0,Total,2,Black Non Hispanic,3,Bronx,31794
2003,4,20-24,0,Total,3,Other Non Hispanic,3,Bronx,3616
2003,4,20-24,0,Total,5,Hispanic,3,Bronx,59804
2003,4,20-24,1,Male,0,Total,3,Bronx,51717
2003,4,20-24,1,Male,1,White Non Hispanic,3,Bronx,5257
2003,4,20-24,1,Male,2,Black Non Hispanic,3,Bronx,15341
2003,4,20-24,1,Male,3,Other Non Hispanic,3,Bronx,1818
2003,4,20-24,1,Male,5,Hispanic,3,Bronx,29301
2003,4,20-24,2,Female,0,Total,3,Bronx,53552
2003,4,20-24,2,Female,1,White Non Hispanic,3,Bronx,4798
2003,4,20-24,2,Female,2,Black Non Hispanic,3,Bronx,16453
2003,4,20-24,2,Female,3,Other Non Hispanic,3,Bronx,1798
2003,4,20-24,2,Female,5,Hispanic,3,Bronx,30503
2003,5,25-34,0,Total,0,Total,3,Bronx,206283
2003,5,25-34,0,Total,1,White Non Hispanic,3,Bronx,20751
2003,5,25-34,0,Total,2,Black Non Hispanic,3,Bronx,62925
2003,5,25-34,0,Total,3,Other Non Hispanic,3,Bronx,8844
2003,5,25-34,0,Total,5,Hispanic,3,Bronx,113763
2003,5,25-34,1,Male,0,Total,3,Bronx,96319
2003,5,25-34,1,Male,1,White Non Hispanic,3,Bronx,10662
2003,5,25-34,1,Male,2,Black Non Hispanic,3,Bronx,28056
2003,5,25-34,1,Male,3,Other Non Hispanic,3,Bronx,4264
2003,5,25-34,1,Male,5,Hispanic,3,Bronx,53337
2003,5,25-34,2,Female,0,Total,3,Bronx,109964
2003,5,25-34,2,Female,1,White Non Hispanic,3,Bronx,10089
2003,5,25-34,2,Female,2,Black Non Hispanic,3,Bronx,34869
2003,5,25-34,2,Female,3,Other Non Hispanic,3,Bronx,4580
2003,5,25-34,2,Female,5,Hispanic,3,Bronx,60426
2003,6,35-44,0,Total,0,Total,3,Bronx,208244
2003,6,35-44,0,Total,1,White Non Hispanic,3,Bronx,23046
2003,6,35-44,0,Total,2,Black Non Hispanic,3,Bronx,70197
2003,6,35-44,0,Total,3,Other Non Hispanic,3,Bronx,9059
2003,6,35-44,0,Total,5,Hispanic,3,Bronx,105942
2003,6,35-44,1,Male,0,Total,3,Bronx,97070
2003,6,35-44,1,Male,1,White Non Hispanic,3,Bronx,12145
2003,6,35-44,1,Male,2,Black Non Hispanic,3,Bronx,31616
2003,6,35-44,1,Male,3,Other Non Hispanic,3,Bronx,4628
2003,6,35-44,1,Male,5,Hispanic,3,Bronx,48681
2003,6,35-44,2,Female,0,Total,3,Bronx,111174
2003,6,35-44,2,Female,1,White Non Hispanic,3,Bronx,10901
2003,6,35-44,2,Female,2,Black Non Hispanic,3,Bronx,38581
2003,6,35-44,2,Female,3,Other Non Hispanic,3,Bronx,4431
2003,6,35-44,2,Female,5,Hispanic,3,Bronx,57261
2003,7,45-54,0,Total,0,Total,3,Bronx,159258
2003,7,45-54,0,Total,1,White Non Hispanic,3,Bronx,23731
2003,7,45-54,0,Total,2,Black Non Hispanic,3,Bronx,53248
2003,7,45-54,0,Total,3,Other Non Hispanic,3,Bronx,6878
2003,7,45-54,0,Total,5,Hispanic,3,Bronx,75401
2003,7,45-54,1,Male,0,Total,3,Bronx,72237
2003,7,45-54,1,Male,1,White Non Hispanic,3,Bronx,11891
2003,7,45-54,1,Male,2,Black Non Hispanic,3,Bronx,23357
2003,7,45-54,1,Male,3,Other Non Hispanic,3,Bronx,3357
2003,7,45-54,1,Male,5,Hispanic,3,Bronx,33632
2003,7,45-54,2,Female,0,Total,3,Bronx,87021
2003,7,45-54,2,Female,1,White Non Hispanic,3,Bronx,11840
2003,7,45-54,2,Female,2,Black Non Hispanic,3,Bronx,29891
2003,7,45-54,2,Female,3,Other Non Hispanic,3,Bronx,3521
2003,7,45-54,2,Female,5,Hispanic,3,Bronx,41769
2003,8,55-64,0,Total,0,Total,3,Bronx,110650
2003,8,55-64,0,Total,1,White Non Hispanic,3,Bronx,21205
2003,8,55-64,0,Total,2,Black Non Hispanic,3,Bronx,36618
2003,8,55-64,0,Total,3,Other Non Hispanic,3,Bronx,4304
2003,8,55-64,0,Total,5,Hispanic,3,Bronx,48523
2003,8,55-64,1,Male,0,Total,3,Bronx,47667
2003,8,55-64,1,Male,1,White Non Hispanic,3,Bronx,9922
2003,8,55-64,1,Male,2,Black Non Hispanic,3,Bronx,14531
2003,8,55-64,1,Male,3,Other Non Hispanic,3,Bronx,2020
2003,8,55-64,1,Male,5,Hispanic,3,Bronx,21194
2003,8,55-64,2,Female,0,Total,3,Bronx,62983
2003,8,55-64,2,Female,1,White Non Hispanic,3,Bronx,11283
2003,8,55-64,2,Female,2,Black Non Hispanic,3,Bronx,22087
2003,8,55-64,2,Female,3,Other Non Hispanic,3,Bronx,2284
2003,8,55-64,2,Female,5,Hispanic,3,Bronx,27329
2003,9,65-74,0,Total,0,Total,3,Bronx,71771
2003,9,65-74,0,Total,1,White Non Hispanic,3,Bronx,19127
2003,9,65-74,0,Total,2,Black Non Hispanic,3,Bronx,21959
2003,9,65-74,0,Total,3,Other Non Hispanic,3,Bronx,2316
2003,9,65-74,0,Total,5,Hispanic,3,Bronx,28369
2003,9,65-74,1,Male,0,Total,3,Bronx,28840
2003,9,65-74,1,Male,1,White Non Hispanic,3,Bronx,8160
2003,9,65-74,1,Male,2,Black Non Hispanic,3,Bronx,8207
2003,9,65-74,1,Male,3,Other Non Hispanic,3,Bronx,1088
2003,9,65-74,1,Male,5,Hispanic,3,Bronx,11385
2003,9,65-74,2,Female,0,Total,3,Bronx,42931
2003,9,65-74,2,Female,1,White Non Hispanic,3,Bronx,10967
2003,9,65-74,2,Female,2,Black Non Hispanic,3,Bronx,13752
2003,9,65-74,2,Female,3,Other Non Hispanic,3,Bronx,1228
2003,9,65-74,2,Female,5,Hispanic,3,Bronx,16984
2003,10,75-84,0,Total,0,Total,3,Bronx,46309
2003,10,75-84,0,Total,1,White Non Hispanic,3,Bronx,18594
2003,10,75-84,0,Total,2,Black Non Hispanic,3,Bronx,13164
2003,10,75-84,0,Total,3,Other Non Hispanic,3,Bronx,1048
2003,10,75-84,0,Total,5,Hispanic,3,Bronx,13503
2003,10,75-84,1,Male,0,Total,3,Bronx,16192
2003,10,75-84,1,Male,1,White Non Hispanic,3,Bronx,6895
2003,10,75-84,1,Male,2,Black Non Hispanic,3,Bronx,4203
2003,10,75-84,1,Male,3,Other Non Hispanic,3,Bronx,440
2003,10,75-84,1,Male,5,Hispanic,3,Bronx,4654
2003,10,75-84,2,Female,0,Total,3,Bronx,30117
2003,10,75-84,2,Female,1,White Non Hispanic,3,Bronx,11699
2003,10,75-84,2,Female,2,Black Non Hispanic,3,Bronx,8961
2003,10,75-84,2,Female,3,Other Non Hispanic,3,Bronx,608
2003,10,75-84,2,Female,5,Hispanic,3,Bronx,8849
2003,11,85+,0,Total,0,Total,3,Bronx,18973
2003,11,85+,0,Total,1,White Non Hispanic,3,Bronx,10130
2003,11,85+,0,Total,2,Black Non Hispanic,3,Bronx,4387
2003,11,85+,0,Total,3,Other Non Hispanic,3,Bronx,292
2003,11,85+,0,Total,5,Hispanic,3,Bronx,4164
2003,11,85+,1,Male,0,Total,3,Bronx,5214
2003,11,85+,1,Male,1,White Non Hispanic,3,Bronx,2810
2003,11,85+,1,Male,2,Black Non Hispanic,3,Bronx,1098
2003,11,85+,1,Male,3,Other Non Hispanic,3,Bronx,97
2003,11,85+,1,Male,5,Hispanic,3,Bronx,1209
2003,11,85+,2,Female,0,Total,3,Bronx,13759
2003,11,85+,2,Female,1,White Non Hispanic,3,Bronx,7320
2003,11,85+,2,Female,2,Black Non Hispanic,3,Bronx,3289
2003,11,85+,2,Female,3,Other Non Hispanic,3,Bronx,195
2003,11,85+,2,Female,5,Hispanic,3,Bronx,2955
2004,4,20-24,0,Total,0,Total,3,Bronx,102498
2004,0,Total,0,Total,0,Total,3,Bronx,1365536
2004,0,Total,0,Total,1,White Non Hispanic,3,Bronx,184832
2004,0,Total,0,Total,2,Black Non Hispanic,3,Bronx,433194
2004,0,Total,0,Total,3,Other Non Hispanic,3,Bronx,51099
2004,0,Total,0,Total,5,Hispanic,3,Bronx,696411
2004,0,Total,1,Male,0,Total,3,Bronx,639736
2004,0,Total,1,Male,1,White Non Hispanic,3,Bronx,87933
2004,0,Total,1,Male,2,Black Non Hispanic,3,Bronx,197617
2004,0,Total,1,Male,3,Other Non Hispanic,3,Bronx,25253
2004,0,Total,1,Male,5,Hispanic,3,Bronx,328933
2004,0,Total,2,Female,0,Total,3,Bronx,725800
2004,0,Total,2,Female,1,White Non Hispanic,3,Bronx,96899
2004,0,Total,2,Female,2,Black Non Hispanic,3,Bronx,235577
2004,0,Total,2,Female,3,Other Non Hispanic,3,Bronx,25846
2004,0,Total,2,Female,5,Hispanic,3,Bronx,367478
2004,1,<1,0,Total,0,Total,3,Bronx,24415
2004,1,<1,0,Total,1,White Non Hispanic,3,Bronx,1788
2004,1,<1,0,Total,2,Black Non Hispanic,3,Bronx,8384
2004,1,<1,0,Total,3,Other Non Hispanic,3,Bronx,652
2004,1,<1,0,Total,5,Hispanic,3,Bronx,13591
2004,1,<1,1,Male,0,Total,3,Bronx,12429
2004,1,<1,1,Male,1,White Non Hispanic,3,Bronx,903
2004,1,<1,1,Male,2,Black Non Hispanic,3,Bronx,4206
2004,1,<1,1,Male,3,Other Non Hispanic,3,Bronx,341
2004,1,<1,1,Male,5,Hispanic,3,Bronx,6979
2004,1,<1,2,Female,0,Total,3,Bronx,11986
2004,1,<1,2,Female,1,White Non Hispanic,3,Bronx,885
2004,1,<1,2,Female,2,Black Non Hispanic,3,Bronx,4178
2004,1,<1,2,Female,3,Other Non Hispanic,3,Bronx,311
2004,1,<1,2,Female,5,Hispanic,3,Bronx,6612
2004,2,01-09,0,Total,0,Total,3,Bronx,200324
2004,2,01-09,0,Total,1,White Non Hispanic,3,Bronx,15408
2004,2,01-09,0,Total,2,Black Non Hispanic,3,Bronx,63714
2004,2,01-09,0,Total,3,Other Non Hispanic,3,Bronx,6364
2004,2,01-09,0,Total,5,Hispanic,3,Bronx,114838
2004,2,01-09,1,Male,0,Total,3,Bronx,102040
2004,2,01-09,1,Male,1,White Non Hispanic,3,Bronx,8052
2004,2,01-09,1,Male,2,Black Non Hispanic,3,Bronx,32237
2004,2,01-09,1,Male,3,Other Non Hispanic,3,Bronx,3203
2004,2,01-09,1,Male,5,Hispanic,3,Bronx,58548
2004,2,01-09,2,Female,0,Total,3,Bronx,98284
2004,2,01-09,2,Female,1,White Non Hispanic,3,Bronx,7356
2004,2,01-09,2,Female,2,Black Non Hispanic,3,Bronx,31477
2004,2,01-09,2,Female,3,Other Non Hispanic,3,Bronx,3161
2004,2,01-09,2,Female,5,Hispanic,3,Bronx,56290
2004,3,10-19,0,Total,0,Total,3,Bronx,216312
2004,3,10-19,0,Total,1,White Non Hispanic,3,Bronx,17693
2004,3,10-19,0,Total,2,Black Non Hispanic,3,Bronx,69792
2004,3,10-19,0,Total,3,Other Non Hispanic,3,Bronx,6935
2004,3,10-19,0,Total,5,Hispanic,3,Bronx,121892
2004,3,10-19,1,Male,0,Total,3,Bronx,110607
2004,3,10-19,1,Male,1,White Non Hispanic,3,Bronx,9334
2004,3,10-19,1,Male,2,Black Non Hispanic,3,Bronx,35679
2004,3,10-19,1,Male,3,Other Non Hispanic,3,Bronx,3616
2004,3,10-19,1,Male,5,Hispanic,3,Bronx,61978
2004,3,10-19,2,Female,0,Total,3,Bronx,105705
2004,3,10-19,2,Female,1,White Non Hispanic,3,Bronx,8359
2004,3,10-19,2,Female,2,Black Non Hispanic,3,Bronx,34113
2004,3,10-19,2,Female,3,Other Non Hispanic,3,Bronx,3319
2004,3,10-19,2,Female,5,Hispanic,3,Bronx,59914
2004,4,20-24,0,Total,1,White Non Hispanic,3,Bronx,10166
2004,4,20-24,0,Total,2,Black Non Hispanic,3,Bronx,31149
2004,4,20-24,0,Total,3,Other Non Hispanic,3,Bronx,3875
2004,4,20-24,0,Total,5,Hispanic,3,Bronx,57308
2004,4,20-24,1,Male,0,Total,3,Bronx,50790
2004,4,20-24,1,Male,1,White Non Hispanic,3,Bronx,5388
2004,4,20-24,1,Male,2,Black Non Hispanic,3,Bronx,15149
2004,4,20-24,1,Male,3,Other Non Hispanic,3,Bronx,1965
2004,4,20-24,1,Male,5,Hispanic,3,Bronx,28288
2004,4,20-24,2,Female,0,Total,3,Bronx,51708
2004,4,20-24,2,Female,1,White Non Hispanic,3,Bronx,4778
2004,4,20-24,2,Female,2,Black Non Hispanic,3,Bronx,16000
2004,4,20-24,2,Female,3,Other Non Hispanic,3,Bronx,1910
2004,4,20-24,2,Female,5,Hispanic,3,Bronx,29020
2004,5,25-34,0,Total,0,Total,3,Bronx,202006
2004,5,25-34,0,Total,1,White Non Hispanic,3,Bronx,21671
2004,5,25-34,0,Total,2,Black Non Hispanic,3,Bronx,60587
2004,5,25-34,0,Total,3,Other Non Hispanic,3,Bronx,8771
2004,5,25-34,0,Total,5,Hispanic,3,Bronx,110977
2004,5,25-34,1,Male,0,Total,3,Bronx,94403
2004,5,25-34,1,Male,1,White Non Hispanic,3,Bronx,11053
2004,5,25-34,1,Male,2,Black Non Hispanic,3,Bronx,27238
2004,5,25-34,1,Male,3,Other Non Hispanic,3,Bronx,4141
2004,5,25-34,1,Male,5,Hispanic,3,Bronx,51971
2004,5,25-34,2,Female,0,Total,3,Bronx,107603
2004,5,25-34,2,Female,1,White Non Hispanic,3,Bronx,10618
2004,5,25-34,2,Female,2,Black Non Hispanic,3,Bronx,33349
2004,5,25-34,2,Female,3,Other Non Hispanic,3,Bronx,4630
2004,5,25-34,2,Female,5,Hispanic,3,Bronx,59006
2004,6,35-44,0,Total,0,Total,3,Bronx,206257
2004,6,35-44,0,Total,1,White Non Hispanic,3,Bronx,24040
2004,6,35-44,0,Total,2,Black Non Hispanic,3,Bronx,69271
2004,6,35-44,0,Total,3,Other Non Hispanic,3,Bronx,8953
2004,6,35-44,0,Total,5,Hispanic,3,Bronx,103993
2004,6,35-44,1,Male,0,Total,3,Bronx,96080
2004,6,35-44,1,Male,1,White Non Hispanic,3,Bronx,12759
2004,6,35-44,1,Male,2,Black Non Hispanic,3,Bronx,31289
2004,6,35-44,1,Male,3,Other Non Hispanic,3,Bronx,4617
2004,6,35-44,1,Male,5,Hispanic,3,Bronx,47415
2004,6,35-44,2,Female,0,Total,3,Bronx,110177
2004,6,35-44,2,Female,1,White Non Hispanic,3,Bronx,11281
2004,6,35-44,2,Female,2,Black Non Hispanic,3,Bronx,37982
2004,6,35-44,2,Female,3,Other Non Hispanic,3,Bronx,4336
2004,6,35-44,2,Female,5,Hispanic,3,Bronx,56578
2004,7,45-54,0,Total,0,Total,3,Bronx,161907
2004,7,45-54,0,Total,1,White Non Hispanic,3,Bronx,24341
2004,7,45-54,0,Total,2,Black Non Hispanic,3,Bronx,54276
2004,7,45-54,0,Total,3,Other Non Hispanic,3,Bronx,7098
2004,7,45-54,0,Total,5,Hispanic,3,Bronx,76192
2004,7,45-54,1,Male,0,Total,3,Bronx,73365
2004,7,45-54,1,Male,1,White Non Hispanic,3,Bronx,12117
2004,7,45-54,1,Male,2,Black Non Hispanic,3,Bronx,23868
2004,7,45-54,1,Male,3,Other Non Hispanic,3,Bronx,3461
2004,7,45-54,1,Male,5,Hispanic,3,Bronx,33919
2004,7,45-54,2,Female,0,Total,3,Bronx,88542
2004,7,45-54,2,Female,1,White Non Hispanic,3,Bronx,12224
2004,7,45-54,2,Female,2,Black Non Hispanic,3,Bronx,30408
2004,7,45-54,2,Female,3,Other Non Hispanic,3,Bronx,3637
2004,7,45-54,2,Female,5,Hispanic,3,Bronx,42273
2004,8,55-64,0,Total,0,Total,3,Bronx,114504
2004,8,55-64,0,Total,1,White Non Hispanic,3,Bronx,22084
2004,8,55-64,0,Total,2,Black Non Hispanic,3,Bronx,37186
2004,8,55-64,0,Total,3,Other Non Hispanic,3,Bronx,4667
2004,8,55-64,0,Total,5,Hispanic,3,Bronx,50567
2004,8,55-64,1,Male,0,Total,3,Bronx,49380
2004,8,55-64,1,Male,1,White Non Hispanic,3,Bronx,10390
2004,8,55-64,1,Male,2,Black Non Hispanic,3,Bronx,14772
2004,8,55-64,1,Male,3,Other Non Hispanic,3,Bronx,2174
2004,8,55-64,1,Male,5,Hispanic,3,Bronx,22044
2004,8,55-64,2,Female,0,Total,3,Bronx,65124
2004,8,55-64,2,Female,1,White Non Hispanic,3,Bronx,11694
2004,8,55-64,2,Female,2,Black Non Hispanic,3,Bronx,22414
2004,8,55-64,2,Female,3,Other Non Hispanic,3,Bronx,2493
2004,8,55-64,2,Female,5,Hispanic,3,Bronx,28523
2004,9,65-74,0,Total,0,Total,3,Bronx,70227
2004,9,65-74,0,Total,1,White Non Hispanic,3,Bronx,18346
2004,9,65-74,0,Total,2,Black Non Hispanic,3,Bronx,21211
2004,9,65-74,0,Total,3,Other Non Hispanic,3,Bronx,2389
2004,9,65-74,0,Total,5,Hispanic,3,Bronx,28281
2004,9,65-74,1,Male,0,Total,3,Bronx,28304
2004,9,65-74,1,Male,1,White Non Hispanic,3,Bronx,7819
2004,9,65-74,1,Male,2,Black Non Hispanic,3,Bronx,7869
2004,9,65-74,1,Male,3,Other Non Hispanic,3,Bronx,1143
2004,9,65-74,1,Male,5,Hispanic,3,Bronx,11473
2004,9,65-74,2,Female,0,Total,3,Bronx,41923
2004,9,65-74,2,Female,1,White Non Hispanic,3,Bronx,10527
2004,9,65-74,2,Female,2,Black Non Hispanic,3,Bronx,13342
2004,9,65-74,2,Female,3,Other Non Hispanic,3,Bronx,1246
2004,9,65-74,2,Female,5,Hispanic,3,Bronx,16808
2004,10,75-84,0,Total,0,Total,3,Bronx,47338
2004,10,75-84,0,Total,1,White Non Hispanic,3,Bronx,19001
2004,10,75-84,0,Total,2,Black Non Hispanic,3,Bronx,13018
2004,10,75-84,0,Total,3,Other Non Hispanic,3,Bronx,1081
2004,10,75-84,0,Total,5,Hispanic,3,Bronx,14238
2004,10,75-84,1,Male,0,Total,3,Bronx,16787
2004,10,75-84,1,Male,1,White Non Hispanic,3,Bronx,7149
2004,10,75-84,1,Male,2,Black Non Hispanic,3,Bronx,4183
2004,10,75-84,1,Male,3,Other Non Hispanic,3,Bronx,469
2004,10,75-84,1,Male,5,Hispanic,3,Bronx,4986
2004,10,75-84,2,Female,0,Total,3,Bronx,30551
2004,10,75-84,2,Female,1,White Non Hispanic,3,Bronx,11852
2004,10,75-84,2,Female,2,Black Non Hispanic,3,Bronx,8835
2004,10,75-84,2,Female,3,Other Non Hispanic,3,Bronx,612
2004,10,75-84,2,Female,5,Hispanic,3,Bronx,9252
2004,11,85+,0,Total,0,Total,3,Bronx,19748
2004,11,85+,0,Total,1,White Non Hispanic,3,Bronx,10294
2004,11,85+,0,Total,2,Black Non Hispanic,3,Bronx,4606
2004,11,85+,0,Total,3,Other Non Hispanic,3,Bronx,314
2004,11,85+,0,Total,5,Hispanic,3,Bronx,4534
2004,11,85+,1,Male,0,Total,3,Bronx,5551
2004,11,85+,1,Male,1,White Non Hispanic,3,Bronx,2969
2004,11,85+,1,Male,2,Black Non Hispanic,3,Bronx,1127
2004,11,85+,1,Male,3,Other Non Hispanic,3,Bronx,123
2004,11,85+,1,Male,5,Hispanic,3,Bronx,1332
2004,11,85+,2,Female,0,Total,3,Bronx,14197
2004,11,85+,2,Female,1,White Non Hispanic,3,Bronx,7325
2004,11,85+,2,Female,2,Black Non Hispanic,3,Bronx,3479
2004,11,85+,2,Female,3,Other Non Hispanic,3,Bronx,191
2004,11,85+,2,Female,5,Hispanic,3,Bronx,3202
2005,0,Total,0,Total,0,Total,3,Bronx,1357589
2005,0,Total,0,Total,1,White Non Hispanic,3,Bronx,180389
2005,0,Total,0,Total,2,Black Non Hispanic,3,Bronx,430510
2005,0,Total,0,Total,3,Other Non Hispanic,3,Bronx,50788
2005,0,Total,0,Total,5,Hispanic,3,Bronx,695902
2005,0,Total,1,Male,0,Total,3,Bronx,636132
2005,0,Total,1,Male,1,White Non Hispanic,3,Bronx,85991
2005,0,Total,1,Male,2,Black Non Hispanic,3,Bronx,196609
2005,0,Total,1,Male,3,Other Non Hispanic,3,Bronx,25191
2005,0,Total,1,Male,5,Hispanic,3,Bronx,328341
2005,0,Total,2,Female,0,Total,3,Bronx,721457
2005,0,Total,2,Female,1,White Non Hispanic,3,Bronx,94398
2005,0,Total,2,Female,2,Black Non Hispanic,3,Bronx,233901
2005,0,Total,2,Female,3,Other Non Hispanic,3,Bronx,25597
2005,0,Total,2,Female,5,Hispanic,3,Bronx,367561
2005,1,<1,0,Total,0,Total,3,Bronx,23368
2005,1,<1,0,Total,1,White Non Hispanic,3,Bronx,2047
2005,1,<1,0,Total,2,Black Non Hispanic,3,Bronx,8085
2005,1,<1,0,Total,3,Other Non Hispanic,3,Bronx,696
2005,1,<1,0,Total,5,Hispanic,3,Bronx,12540
2005,1,<1,1,Male,0,Total,3,Bronx,11811
2005,1,<1,1,Male,1,White Non Hispanic,3,Bronx,1055
2005,1,<1,1,Male,2,Black Non Hispanic,3,Bronx,4060
2005,1,<1,1,Male,3,Other Non Hispanic,3,Bronx,355
2005,1,<1,1,Male,5,Hispanic,3,Bronx,6341
2005,1,<1,2,Female,0,Total,3,Bronx,11557
2005,1,<1,2,Female,1,White Non Hispanic,3,Bronx,992
2005,1,<1,2,Female,2,Black Non Hispanic,3,Bronx,4025
2005,1,<1,2,Female,3,Other Non Hispanic,3,Bronx,341
2005,1,<1,2,Female,5,Hispanic,3,Bronx,6199
2005,2,01-09,0,Total,0,Total,3,Bronx,197414
2005,2,01-09,0,Total,1,White Non Hispanic,3,Bronx,15438
2005,2,01-09,0,Total,2,Black Non Hispanic,3,Bronx,63613
2005,2,01-09,0,Total,3,Other Non Hispanic,3,Bronx,6228
2005,2,01-09,0,Total,5,Hispanic,3,Bronx,112135
2005,2,01-09,1,Male,0,Total,3,Bronx,100438
2005,2,01-09,1,Male,1,White Non Hispanic,3,Bronx,8040
2005,2,01-09,1,Male,2,Black Non Hispanic,3,Bronx,32051
2005,2,01-09,1,Male,3,Other Non Hispanic,3,Bronx,3165
2005,2,01-09,1,Male,5,Hispanic,3,Bronx,57182
2005,2,01-09,2,Female,0,Total,3,Bronx,96976
2005,2,01-09,2,Female,1,White Non Hispanic,3,Bronx,7398
2005,2,01-09,2,Female,2,Black Non Hispanic,3,Bronx,31562
2005,2,01-09,2,Female,3,Other Non Hispanic,3,Bronx,3063
2005,2,01-09,2,Female,5,Hispanic,3,Bronx,54953
2005,3,10-19,0,Total,0,Total,3,Bronx,216637
2005,3,10-19,0,Total,1,White Non Hispanic,3,Bronx,17860
2005,3,10-19,0,Total,2,Black Non Hispanic,3,Bronx,69105
2005,3,10-19,0,Total,3,Other Non Hispanic,3,Bronx,7056
2005,3,10-19,0,Total,5,Hispanic,3,Bronx,122616
2005,3,10-19,1,Male,0,Total,3,Bronx,110725
2005,3,10-19,1,Male,1,White Non Hispanic,3,Bronx,9291
2005,3,10-19,1,Male,2,Black Non Hispanic,3,Bronx,35481
2005,3,10-19,1,Male,3,Other Non Hispanic,3,Bronx,3627
2005,3,10-19,1,Male,5,Hispanic,3,Bronx,62326
2005,3,10-19,2,Female,0,Total,3,Bronx,105912
2005,3,10-19,2,Female,1,White Non Hispanic,3,Bronx,8569
