Year,Age Group Code,Age Group Description,Gender Code,Gender Description,Race Ethnicity Code,Race/Ethnicity Description,County Code,County Name,Population
2003,2,01-09,0,Total,5,Hispanic,2,New York City,339364
2003,2,01-09,1,Male,0,Total,2,New York City,491207
2003,2,01-09,1,Male,1,White Non Hispanic,2,New York City,126124
2003,2,01-09,1,Male,2,Black Non Hispanic,2,New York City,137532
2003,2,01-09,1,Male,3,Other Non Hispanic,2,New York City,54343
2003,2,01-09,1,Male,5,Hispanic,2,New York City,173208
2003,2,01-09,2,Female,0,Total,2,New York City,469965
2003,2,01-09,2,Female,1,White Non Hispanic,2,New York City,118361
2003,2,01-09,2,Female,2,Black Non Hispanic,2,New York City,133682
2003,2,01-09,2,Female,3,Other Non Hispanic,2,New York City,51766
2003,2,01-09,2,Female,5,Hispanic,2,New York City,166156
2003,3,10-19,0,Total,0,Total,2,New York City,1028575
2003,3,10-19,0,Total,1,White Non Hispanic,2,New York City,250264
2003,3,10-19,0,Total,2,Black Non Hispanic,2,New York City,316441
2003,3,10-19,0,Total,3,Other Non Hispanic,2,New York City,109664
2003,3,10-19,0,Total,5,Hispanic,2,New York City,352206
2003,3,10-19,1,Male,0,Total,2,New York City,523997
2003,3,10-19,1,Male,1,White Non Hispanic,2,New York City,128713
2003,3,10-19,1,Male,2,Black Non Hispanic,2,New York City,158726
2003,3,10-19,1,Male,3,Other Non Hispanic,2,New York City,57184
2003,3,10-19,1,Male,5,Hispanic,2,New York City,179374
2003,3,10-19,2,Female,0,Total,2,New York City,504578
2003,3,10-19,2,Female,1,White Non Hispanic,2,New York City,121551
2003,3,10-19,2,Female,2,Black Non Hispanic,2,New York City,157715
2003,3,10-19,2,Female,3,Other Non Hispanic,2,New York City,52480
2003,3,10-19,2,Female,5,Hispanic,2,New York City,172832
2003,4,20-24,0,Total,0,Total,2,New York City,557085
2003,4,20-24,0,Total,1,White Non Hispanic,2,New York City,141969
2003,4,20-24,0,Total,2,Black Non Hispanic,2,New York City,151757
2003,4,20-24,0,Total,3,Other Non Hispanic,2,New York City,65598
2003,4,20-24,0,Total,5,Hispanic,2,New York City,197761
2003,4,20-24,1,Male,0,Total,2,New York City,278704
2003,4,20-24,1,Male,1,White Non Hispanic,2,New York City,70900
2003,4,20-24,1,Male,2,Black Non Hispanic,2,New York City,71891
2003,4,20-24,1,Male,3,Other Non Hispanic,2,New York City,33151
2003,4,20-24,1,Male,5,Hispanic,2,New York City,102762
2003,4,20-24,2,Female,0,Total,2,New York City,278381
2003,4,20-24,2,Female,1,White Non Hispanic,2,New York City,71069
2003,4,20-24,2,Female,2,Black Non Hispanic,2,New York City,79866
2003,4,20-24,2,Female,3,Other Non Hispanic,2,New York City,32447
2003,4,20-24,2,Female,5,Hispanic,2,New York City,94999
2003,5,25-34,0,Total,0,Total,2,New York City,1330614
2003,5,25-34,0,Total,1,White Non Hispanic,2,New York City,455442
2003,5,25-34,0,Total,2,Black Non Hispanic,2,New York City,291135
2003,5,25-34,0,Total,3,Other Non Hispanic,2,New York City,185583
2003,5,25-34,0,Total,5,Hispanic,2,New York City,398454
2003,5,25-34,1,Male,0,Total,2,New York City,642211
2003,5,25-34,1,Male,1,White Non Hispanic,2,New York City,225045
2003,5,25-34,1,Male,2,Black Non Hispanic,2,New York City,128112
2003,5,25-34,1,Male,3,Other Non Hispanic,2,New York City,88975
2003,5,25-34,1,Male,5,Hispanic,2,New York City,200079
2003,5,25-34,2,Female,0,Total,2,New York City,688403
2003,5,25-34,2,Female,1,White Non Hispanic,2,New York City,230397
2003,5,25-34,2,Female,2,Black Non Hispanic,2,New York City,163023
2003,5,25-34,2,Female,3,Other Non Hispanic,2,New York City,96608
2003,5,25-34,2,Female,5,Hispanic,2,New York City,198375
2003,6,35-44,0,Total,0,Total,2,New York City,1294446
2003,6,35-44,0,Total,1,White Non Hispanic,2,New York City,429562
2003,6,35-44,0,Total,2,Black Non Hispanic,2,New York City,326327
2003,6,35-44,0,Total,3,Other Non Hispanic,2,New York City,178820
2003,6,35-44,0,Total,5,Hispanic,2,New York City,359737
2003,6,35-44,1,Male,0,Total,2,New York City,631282
2003,6,35-44,1,Male,1,White Non Hispanic,2,New York City,223594
2003,6,35-44,1,Male,2,Black Non Hispanic,2,New York City,142933
2003,6,35-44,1,Male,3,Other Non Hispanic,2,New York City,90724
2003,6,35-44,1,Male,5,Hispanic,2,New York City,174031
2003,6,35-44,2,Female,0,Total,2,New York City,663164
2003,6,35-44,2,Female,1,White Non Hispanic,2,New York City,205968
2003,6,35-44,2,Female,2,Black Non Hispanic,2,New York City,183394
2003,6,35-44,2,Female,3,Other Non Hispanic,2,New York City,88096
2003,6,35-44,2,Female,5,Hispanic,2,New York City,185706
2003,7,45-54,0,Total,0,Total,2,New York City,1069499
2003,7,45-54,0,Total,1,White Non Hispanic,2,New York City,399558
2003,7,45-54,0,Total,2,Black Non Hispanic,2,New York City,267773
2003,7,45-54,0,Total,3,Other Non Hispanic,2,New York City,141989
2003,7,45-54,0,Total,5,Hispanic,2,New York City,260179
2003,7,45-54,1,Male,0,Total,2,New York City,502224
2003,7,45-54,1,Male,1,White Non Hispanic,2,New York City,196346
2003,7,45-54,1,Male,2,Black Non Hispanic,2,New York City,115491
2003,7,45-54,1,Male,3,Other Non Hispanic,2,New York City,71771
2003,7,45-54,1,Male,5,Hispanic,2,New York City,118616
2003,7,45-54,2,Female,0,Total,2,New York City,567275
2003,7,45-54,2,Female,1,White Non Hispanic,2,New York City,203212
2003,7,45-54,2,Female,2,Black Non Hispanic,2,New York City,152282
2003,7,45-54,2,Female,3,Other Non Hispanic,2,New York City,70218
2003,7,45-54,2,Female,5,Hispanic,2,New York City,141563
2003,8,55-64,0,Total,0,Total,2,New York City,754885
2003,8,55-64,0,Total,1,White Non Hispanic,2,New York City,320693
2003,8,55-64,0,Total,2,Black Non Hispanic,2,New York City,187028
2003,8,55-64,0,Total,3,Other Non Hispanic,2,New York City,79272
2003,8,55-64,0,Total,5,Hispanic,2,New York City,167892
2003,8,55-64,1,Male,0,Total,2,New York City,337087
2003,8,55-64,1,Male,1,White Non Hispanic,2,New York City,149595
2003,8,55-64,1,Male,2,Black Non Hispanic,2,New York City,75314
2003,8,55-64,1,Male,3,Other Non Hispanic,2,New York City,38320
2003,8,55-64,1,Male,5,Hispanic,2,New York City,73858
2003,8,55-64,2,Female,0,Total,2,New York City,417798
2003,8,55-64,2,Female,1,White Non Hispanic,2,New York City,171098
2003,8,55-64,2,Female,2,Black Non Hispanic,2,New York City,111714
2003,8,55-64,2,Female,3,Other Non Hispanic,2,New York City,40952
2003,8,55-64,2,Female,5,Hispanic,2,New York City,94034
2003,9,65-74,0,Total,0,Total,2,New York City,495977
2003,9,65-74,0,Total,1,White Non Hispanic,2,New York City,234714
2003,9,65-74,0,Total,2,Black Non Hispanic,2,New York City,114618
2003,9,65-74,0,Total,3,Other Non Hispanic,2,New York City,48440
2003,9,65-74,0,Total,5,Hispanic,2,New York City,98205
2003,9,65-74,1,Male,0,Total,2,New York City,210031
2003,9,65-74,1,Male,1,White Non Hispanic,2,New York City,104228
2003,9,65-74,1,Male,2,Black Non Hispanic,2,New York City,43515
2003,9,65-74,1,Male,3,Other Non Hispanic,2,New York City,22627
2003,9,65-74,1,Male,5,Hispanic,2,New York City,39661
2003,9,65-74,2,Female,0,Total,2,New York City,285946
2003,9,65-74,2,Female,1,White Non Hispanic,2,New York City,130486
2003,9,65-74,2,Female,2,Black Non Hispanic,2,New York City,71103
2003,9,65-74,2,Female,3,Other Non Hispanic,2,New York City,25813
2003,9,65-74,2,Female,5,Hispanic,2,New York City,58544
2003,10,75-84,0,Total,0,Total,2,New York City,336342
2003,10,75-84,0,Total,1,White Non Hispanic,2,New York City,197623
2003,10,75-84,0,Total,2,Black Non Hispanic,2,New York City,66837
2003,10,75-84,0,Total,3,Other Non Hispanic,2,New York City,23291
2003,10,75-84,0,Total,5,Hispanic,2,New York City,48591
2003,10,75-84,1,Male,0,Total,2,New York City,124973
2003,10,75-84,1,Male,1,White Non Hispanic,2,New York City,76338
2003,10,75-84,1,Male,2,Black Non Hispanic,2,New York City,21828
2003,10,75-84,1,Male,3,Other Non Hispanic,2,New York City,9989
2003,10,75-84,1,Male,5,Hispanic,2,New York City,16818
2003,10,75-84,2,Female,0,Total,2,New York City,211369
2003,10,75-84,2,Female,1,White Non Hispanic,2,New York City,121285
2003,10,75-84,2,Female,2,Black Non Hispanic,2,New York City,45009
2003,10,75-84,2,Female,3,Other Non Hispanic,2,New York City,13302
2003,10,75-84,2,Female,5,Hispanic,2,New York City,31773
2003,11,85+,0,Total,0,Total,2,New York City,135711
2003,11,85+,0,Total,1,White Non Hispanic,2,New York City,90566
2003,11,85+,0,Total,2,Black Non Hispanic,2,New York City,23077
2003,11,85+,0,Total,3,Other Non Hispanic,2,New York City,7034
2003,11,85+,0,Total,5,Hispanic,2,New York City,15034
2003,11,85+,1,Male,0,Total,2,New York City,39821
2003,11,85+,1,Male,1,White Non Hispanic,2,New York City,27149
2003,11,85+,1,Male,2,Black Non Hispanic,2,New York City,5859
2003,11,85+,1,Male,3,Other Non Hispanic,2,New York City,2561
2003,11,85+,1,Male,5,Hispanic,2,New York City,4252
2003,11,85+,2,Female,0,Total,2,New York City,95890
2003,11,85+,2,Female,1,White Non Hispanic,2,New York City,63417
2003,11,85+,2,Female,2,Black Non Hispanic,2,New York City,17218
2003,11,85+,2,Female,3,Other Non Hispanic,2,New York City,4473
2003,11,85+,2,Female,5,Hispanic,2,New York City,10782
2004,0,Total,0,Total,0,Total,2,New York City,8104079
2004,0,Total,0,Total,1,White Non Hispanic,2,New York City,2858947
2004,0,Total,0,Total,2,Black Non Hispanic,2,New York City,2026123
2004,0,Total,0,Total,3,Other Non Hispanic,2,New York City,967009
2004,0,Total,0,Total,5,Hispanic,2,New York City,2252000
2004,0,Total,1,Male,0,Total,2,New York City,3855398
2004,0,Total,1,Male,1,White Non Hispanic,2,New York City,1376145
2004,0,Total,1,Male,2,Black Non Hispanic,2,New York City,908202
2004,0,Total,1,Male,3,Other Non Hispanic,2,New York City,479271
2004,0,Total,1,Male,5,Hispanic,2,New York City,1091780
2004,0,Total,2,Female,0,Total,2,New York City,4248681
2004,0,Total,2,Female,1,White Non Hispanic,2,New York City,1482802
2004,0,Total,2,Female,2,Black Non Hispanic,2,New York City,1117921
2004,0,Total,2,Female,3,Other Non Hispanic,2,New York City,487738
2004,0,Total,2,Female,5,Hispanic,2,New York City,1160220
2004,1,<1,0,Total,0,Total,2,New York City,121911
2004,1,<1,0,Total,1,White Non Hispanic,2,New York City,33269
2004,1,<1,0,Total,2,Black Non Hispanic,2,New York City,33141
2004,1,<1,0,Total,3,Other Non Hispanic,2,New York City,13881
2004,1,<1,0,Total,5,Hispanic,2,New York City,41620
2004,1,<1,1,Male,0,Total,2,New York City,62264
2004,1,<1,1,Male,1,White Non Hispanic,2,New York City,16997
2004,1,<1,1,Male,2,Black Non Hispanic,2,New York City,16856
2004,1,<1,1,Male,3,Other Non Hispanic,2,New York City,7189
2004,1,<1,1,Male,5,Hispanic,2,New York City,21222
2004,1,<1,2,Female,0,Total,2,New York City,59647
2004,1,<1,2,Female,1,White Non Hispanic,2,New York City,16272
2004,1,<1,2,Female,2,Black Non Hispanic,2,New York City,16285
2004,1,<1,2,Female,3,Other Non Hispanic,2,New York City,6692
2004,1,<1,2,Female,5,Hispanic,2,New York City,20398
2004,2,01-09,0,Total,0,Total,2,New York City,972193
2004,2,01-09,0,Total,1,White Non Hispanic,2,New York City,261404
2004,2,01-09,0,Total,2,Black Non Hispanic,2,New York City,269602
2004,2,01-09,0,Total,3,Other Non Hispanic,2,New York City,107136
2004,2,01-09,0,Total,5,Hispanic,2,New York City,334051
2004,2,01-09,1,Male,0,Total,2,New York City,496740
2004,2,01-09,1,Male,1,White Non Hispanic,2,New York City,134625
2004,2,01-09,1,Male,2,Black Non Hispanic,2,New York City,136540
2004,2,01-09,1,Male,3,Other Non Hispanic,2,New York City,54942
2004,2,01-09,1,Male,5,Hispanic,2,New York City,170633
2004,2,01-09,2,Female,0,Total,2,New York City,475453
2004,2,01-09,2,Female,1,White Non Hispanic,2,New York City,126779
2004,2,01-09,2,Female,2,Black Non Hispanic,2,New York City,133062
2004,2,01-09,2,Female,3,Other Non Hispanic,2,New York City,52194
2004,2,01-09,2,Female,5,Hispanic,2,New York City,163418
2004,3,10-19,0,Total,0,Total,2,New York City,1025397
2004,3,10-19,0,Total,1,White Non Hispanic,2,New York City,257452
2004,3,10-19,0,Total,2,Black Non Hispanic,2,New York City,313597
2004,3,10-19,0,Total,3,Other Non Hispanic,2,New York City,108477
2004,3,10-19,0,Total,5,Hispanic,2,New York City,345871
2004,3,10-19,1,Male,0,Total,2,New York City,521766
2004,3,10-19,1,Male,1,White Non Hispanic,2,New York City,132344
2004,3,10-19,1,Male,2,Black Non Hispanic,2,New York City,157274
2004,3,10-19,1,Male,3,Other Non Hispanic,2,New York City,56540
2004,3,10-19,1,Male,5,Hispanic,2,New York City,175608
2004,3,10-19,2,Female,0,Total,2,New York City,503631
2004,3,10-19,2,Female,1,White Non Hispanic,2,New York City,125108
2004,3,10-19,2,Female,2,Black Non Hispanic,2,New York City,156323
2004,3,10-19,2,Female,3,Other Non Hispanic,2,New York City,51937
2004,3,10-19,2,Female,5,Hispanic,2,New York City,170263
2004,4,20-24,0,Total,0,Total,2,New York City,543486
2004,4,20-24,0,Total,1,White Non Hispanic,2,New York City,140897
2004,4,20-24,0,Total,2,Black Non Hispanic,2,New York City,147723
2004,4,20-24,0,Total,3,Other Non Hispanic,2,New York City,68045
2004,4,20-24,0,Total,5,Hispanic,2,New York City,186821
2004,4,20-24,1,Male,0,Total,2,New York City,272110
2004,4,20-24,1,Male,1,White Non Hispanic,2,New York City,70196
2004,4,20-24,1,Male,2,Black Non Hispanic,2,New York City,70167
2004,4,20-24,1,Male,3,Other Non Hispanic,2,New York City,34204
2004,4,20-24,1,Male,5,Hispanic,2,New York City,97543
2004,4,20-24,2,Female,0,Total,2,New York City,271376
2004,4,20-24,2,Female,1,White Non Hispanic,2,New York City,70701
2004,4,20-24,2,Female,2,Black Non Hispanic,2,New York City,77556
2004,4,20-24,2,Female,3,Other Non Hispanic,2,New York City,33841
2004,4,20-24,2,Female,5,Hispanic,2,New York City,89278
2004,5,25-34,0,Total,0,Total,2,New York City,1312809
2004,5,25-34,0,Total,1,White Non Hispanic,2,New York City,461972
2004,5,25-34,0,Total,2,Black Non Hispanic,2,New York City,280535
2004,5,25-34,0,Total,3,Other Non Hispanic,2,New York City,182159
2004,5,25-34,0,Total,5,Hispanic,2,New York City,388143
2004,5,25-34,1,Male,0,Total,2,New York City,635008
2004,5,25-34,1,Male,1,White Non Hispanic,2,New York City,227145
2004,5,25-34,1,Male,2,Black Non Hispanic,2,New York City,124820
2004,5,25-34,1,Male,3,Other Non Hispanic,2,New York City,86488
2004,5,25-34,1,Male,5,Hispanic,2,New York City,196555
2004,5,25-34,2,Female,0,Total,2,New York City,677801
2004,5,25-34,2,Female,1,White Non Hispanic,2,New York City,234827
2004,5,25-34,2,Female,2,Black Non Hispanic,2,New York City,155715
2004,5,25-34,2,Female,3,Other Non Hispanic,2,New York City,95671
2004,5,25-34,2,Female,5,Hispanic,2,New York City,191588
2004,6,35-44,0,Total,0,Total,2,New York City,1295779
2004,6,35-44,0,Total,1,White Non Hispanic,2,New York City,449561
2004,6,35-44,0,Total,2,Black Non Hispanic,2,New York City,317183
2004,6,35-44,0,Total,3,Other Non Hispanic,2,New York City,176519
2004,6,35-44,0,Total,5,Hispanic,2,New York City,352516
2004,6,35-44,1,Male,0,Total,2,New York City,633538
2004,6,35-44,1,Male,1,White Non Hispanic,2,New York City,234657
2004,6,35-44,1,Male,2,Black Non Hispanic,2,New York City,138783
2004,6,35-44,1,Male,3,Other Non Hispanic,2,New York City,89155
2004,6,35-44,1,Male,5,Hispanic,2,New York City,170943
2004,6,35-44,2,Female,0,Total,2,New York City,662241
2004,6,35-44,2,Female,1,White Non Hispanic,2,New York City,214904
2004,6,35-44,2,Female,2,Black Non Hispanic,2,New York City,178400
2004,6,35-44,2,Female,3,Other Non Hispanic,2,New York City,87364
2004,6,35-44,2,Female,5,Hispanic,2,New York City,181573
2004,7,45-54,0,Total,0,Total,2,New York City,1081714
2004,7,45-54,0,Total,1,White Non Hispanic,2,New York City,404890
2004,7,45-54,0,Total,2,Black Non Hispanic,2,New York City,270444
2004,7,45-54,0,Total,3,Other Non Hispanic,2,New York City,144597
2004,7,45-54,0,Total,5,Hispanic,2,New York City,261783
2004,7,45-54,1,Male,0,Total,2,New York City,510005
2004,7,45-54,1,Male,1,White Non Hispanic,2,New York City,200170
2004,7,45-54,1,Male,2,Black Non Hispanic,2,New York City,116808
2004,7,45-54,1,Male,3,Other Non Hispanic,2,New York City,73322
2004,7,45-54,1,Male,5,Hispanic,2,New York City,119705
2004,7,45-54,2,Female,0,Total,2,New York City,571709
2004,7,45-54,2,Female,1,White Non Hispanic,2,New York City,204720
2004,7,45-54,2,Female,2,Black Non Hispanic,2,New York City,153636
2004,7,45-54,2,Female,3,Other Non Hispanic,2,New York City,71275
2004,7,45-54,2,Female,5,Hispanic,2,New York City,142078
2004,8,55-64,0,Total,0,Total,2,New York City,778179
2004,8,55-64,0,Total,1,White Non Hispanic,2,New York City,329810
2004,8,55-64,0,Total,2,Black Non Hispanic,2,New York City,189555
2004,8,55-64,0,Total,3,Other Non Hispanic,2,New York City,84831
2004,8,55-64,0,Total,5,Hispanic,2,New York City,173983
2004,8,55-64,1,Male,0,Total,2,New York City,347276
2004,8,55-64,1,Male,1,White Non Hispanic,2,New York City,153657
2004,8,55-64,1,Male,2,Black Non Hispanic,2,New York City,76226
2004,8,55-64,1,Male,3,Other Non Hispanic,2,New York City,40969
2004,8,55-64,1,Male,5,Hispanic,2,New York City,76424
2004,8,55-64,2,Female,0,Total,2,New York City,430903
2004,8,55-64,2,Female,1,White Non Hispanic,2,New York City,176153
2004,8,55-64,2,Female,2,Black Non Hispanic,2,New York City,113329
2004,8,55-64,2,Female,3,Other Non Hispanic,2,New York City,43862
2004,8,55-64,2,Female,5,Hispanic,2,New York City,97559
2004,9,65-74,0,Total,0,Total,2,New York City,487680
2004,9,65-74,0,Total,1,White Non Hispanic,2,New York City,227095
2004,9,65-74,0,Total,2,Black Non Hispanic,2,New York City,112465
2004,9,65-74,0,Total,3,Other Non Hispanic,2,New York City,49254
2004,9,65-74,0,Total,5,Hispanic,2,New York City,98866
2004,9,65-74,1,Male,0,Total,2,New York City,205957
2004,9,65-74,1,Male,1,White Non Hispanic,2,New York City,100465
2004,9,65-74,1,Male,2,Black Non Hispanic,2,New York City,42389
2004,9,65-74,1,Male,3,Other Non Hispanic,2,New York City,22934
2004,9,65-74,1,Male,5,Hispanic,2,New York City,40169
2004,9,65-74,2,Female,0,Total,2,New York City,281723
2004,9,65-74,2,Female,1,White Non Hispanic,2,New York City,126630
2004,9,65-74,2,Female,2,Black Non Hispanic,2,New York City,70076
2004,9,65-74,2,Female,3,Other Non Hispanic,2,New York City,26320
2004,9,65-74,2,Female,5,Hispanic,2,New York City,58697
2004,10,75-84,0,Total,0,Total,2,New York City,343003
2004,10,75-84,0,Total,1,White Non Hispanic,2,New York City,199315
2004,10,75-84,0,Total,2,Black Non Hispanic,2,New York City,67427
2004,10,75-84,0,Total,3,Other Non Hispanic,2,New York City,24671
2004,10,75-84,0,Total,5,Hispanic,2,New York City,51590
2004,10,75-84,1,Male,0,Total,2,New York City,128576
2004,10,75-84,1,Male,1,White Non Hispanic,2,New York City,77732
2004,10,75-84,1,Male,2,Black Non Hispanic,2,New York City,22016
2004,10,75-84,1,Male,3,Other Non Hispanic,2,New York City,10752
2004,10,75-84,1,Male,5,Hispanic,2,New York City,18076
2004,10,75-84,2,Female,0,Total,2,New York City,214427
2004,10,75-84,2,Female,1,White Non Hispanic,2,New York City,121583
2004,10,75-84,2,Female,2,Black Non Hispanic,2,New York City,45411
2004,10,75-84,2,Female,3,Other Non Hispanic,2,New York City,13919
2004,10,75-84,2,Female,5,Hispanic,2,New York City,33514
2004,11,85+,0,Total,0,Total,2,New York City,141928
2004,11,85+,0,Total,1,White Non Hispanic,2,New York City,93282
2004,11,85+,0,Total,2,Black Non Hispanic,2,New York City,24451
2004,11,85+,0,Total,3,Other Non Hispanic,2,New York City,7439
2004,11,85+,0,Total,5,Hispanic,2,New York City,16756
2004,11,85+,1,Male,0,Total,2,New York City,42158
2004,11,85+,1,Male,1,White Non Hispanic,2,New York City,28157
2004,11,85+,1,Male,2,Black Non Hispanic,2,New York City,6323
2004,11,85+,1,Male,3,Other Non Hispanic,2,New York City,2776
2004,11,85+,1,Male,5,Hispanic,2,New York City,4902
2004,11,85+,2,Female,0,Total,2,New York City,99770
2004,11,85+,2,Female,1,White Non Hispanic,2,New York City,65125
2004,11,85+,2,Female,2,Black Non Hispanic,2,New York City,18128
2004,11,85+,2,Female,3,Other Non Hispanic,2,New York City,4663
2004,11,85+,2,Female,5,Hispanic,2,New York City,11854
2005,0,Total,0,Total,0,Total,2,New York City,8143197
2005,0,Total,0,Total,1,White Non Hispanic,2,New York City,2882548
2005,0,Total,0,Total,2,Black Non Hispanic,2,New York City,2016783
2005,0,Total,0,Total,3,Other Non Hispanic,2,New York City,988867
2005,0,Total,0,Total,5,Hispanic,2,New York City,2254999
2005,0,Total,1,Male,0,Total,2,New York City,3876445
2005,0,Total,1,Male,1,White Non Hispanic,2,New York City,1387275
2005,0,Total,1,Male,2,Black Non Hispanic,2,New York City,905244
2005,0,Total,1,Male,3,Other Non Hispanic,2,New York City,489723
2005,0,Total,1,Male,5,Hispanic,2,New York City,1094203
2005,0,Total,2,Female,0,Total,2,New York City,4266752
2005,0,Total,2,Female,1,White Non Hispanic,2,New York City,1495273
2005,0,Total,2,Female,2,Black Non Hispanic,2,New York City,1111539
2005,0,Total,2,Female,3,Other Non Hispanic,2,New York City,499144
2005,0,Total,2,Female,5,Hispanic,2,New York City,1160796
2005,1,<1,0,Total,0,Total,2,New York City,121056
2005,1,<1,0,Total,1,White Non Hispanic,2,New York City,34427
2005,1,<1,0,Total,2,Black Non Hispanic,2,New York City,31936
2005,1,<1,0,Total,3,Other Non Hispanic,2,New York City,14682
2005,1,<1,0,Total,5,Hispanic,2,New York City,40011
2005,1,<1,1,Male,0,Total,2,New York City,61930
2005,1,<1,1,Male,1,White Non Hispanic,2,New York City,17668
2005,1,<1,1,Male,2,Black Non Hispanic,2,New York City,16276
2005,1,<1,1,Male,3,Other Non Hispanic,2,New York City,7599
2005,1,<1,1,Male,5,Hispanic,2,New York City,20387
2005,1,<1,2,Female,0,Total,2,New York City,59126
2005,1,<1,2,Female,1,White Non Hispanic,2,New York City,16759
2005,1,<1,2,Female,2,Black Non Hispanic,2,New York City,15660
2005,1,<1,2,Female,3,Other Non Hispanic,2,New York City,7083
2005,1,<1,2,Female,5,Hispanic,2,New York City,19624
2005,2,01-09,0,Total,0,Total,2,New York City,976197
2005,2,01-09,0,Total,1,White Non Hispanic,2,New York City,269618
2005,2,01-09,0,Total,2,Black Non Hispanic,2,New York City,266280
2005,2,01-09,0,Total,3,Other Non Hispanic,2,New York City,110551
2005,2,01-09,0,Total,5,Hispanic,2,New York City,329748
2005,2,01-09,1,Male,0,Total,2,New York City,499294
2005,2,01-09,1,Male,1,White Non Hispanic,2,New York City,138944
2005,2,01-09,1,Male,2,Black Non Hispanic,2,New York City,134863
2005,2,01-09,1,Male,3,Other Non Hispanic,2,New York City,56893
2005,2,01-09,1,Male,5,Hispanic,2,New York City,168594
2005,2,01-09,2,Female,0,Total,2,New York City,476903
2005,2,01-09,2,Female,1,White Non Hispanic,2,New York City,130674
2005,2,01-09,2,Female,2,Black Non Hispanic,2,New York City,131417
2005,2,01-09,2,Female,3,Other Non Hispanic,2,New York City,53658
2005,2,01-09,2,Female,5,Hispanic,2,New York City,161154
2005,3,10-19,0,Total,0,Total,2,New York City,1033288
2005,3,10-19,0,Total,1,White Non Hispanic,2,New York City,265353
2005,3,10-19,0,Total,2,Black Non Hispanic,2,New York City,310811
2005,3,10-19,0,Total,3,Other Non Hispanic,2,New York City,110870
2005,3,10-19,0,Total,5,Hispanic,2,New York City,346254
2005,3,10-19,1,Male,0,Total,2,New York City,525765
2005,3,10-19,1,Male,1,White Non Hispanic,2,New York City,136612
2005,3,10-19,1,Male,2,Black Non Hispanic,2,New York City,155714
2005,3,10-19,1,Male,3,Other Non Hispanic,2,New York City,57576
2005,3,10-19,1,Male,5,Hispanic,2,New York City,175863
2005,3,10-19,2,Female,0,Total,2,New York City,507523
2005,3,10-19,2,Female,1,White Non Hispanic,2,New York City,128741
2005,3,10-19,2,Female,2,Black Non Hispanic,2,New York City,155097
2005,3,10-19,2,Female,3,Other Non Hispanic,2,New York City,53294
2005,3,10-19,2,Female,5,Hispanic,2,New York City,170391
2005,4,20-24,0,Total,0,Total,2,New York City,537097
2005,4,20-24,0,Total,1,White Non Hispanic,2,New York City,147723
2005,4,20-24,0,Total,2,Black Non Hispanic,2,New York City,147047
2005,4,20-24,0,Total,3,Other Non Hispanic,2,New York City,64127
2005,4,20-24,0,Total,5,Hispanic,2,New York City,178200
2005,4,20-24,1,Male,0,Total,2,New York City,266485
2005,4,20-24,1,Male,1,White Non Hispanic,2,New York City,71895
2005,4,20-24,1,Male,2,Black Non Hispanic,2,New York City,69754
